observed_shifted,fitted_shifted,observed_symboling,fitted_symboling,residual,standardized_residual
2.0,2.7745046049702786,0.0,0.7745046049702786,-0.7745046049702786,-0.46497679462377495
3.0,2.907354261590532,1.0,0.9073542615905321,0.09264573840946788,0.054334599493672864
2.0,3.2297729253392626,0.0,1.2297729253392626,-1.2297729253392626,-0.6842880134368573
3.0,3.258218145988832,1.0,1.258218145988832,-0.25821814598883197,-0.1430529043415116
2.0,3.227355449676881,0.0,1.2273554496768808,-1.2273554496768808,-0.6831985806523336
4.0,2.899264890370999,2.0,0.8992648903709992,1.1007351096290008,0.6464558516763423
2.0,2.018292411055164,0.0,0.018292411055163882,-0.018292411055163882,-0.012875938936188616
2.0,2.018292411055164,0.0,0.018292411055163882,-0.018292411055163882,-0.012875938936188616
2.0,2.082970972139148,0.0,0.08297097213914784,-0.08297097213914784,-0.05748897556249464
3.0,3.244073033071063,1.0,1.244073033071063,-0.24407303307106298,-0.13551098020145552
3.0,3.2352635387503446,1.0,1.2352635387503446,-0.23526353875034456,-0.13079760553561542
3.0,3.230867766690475,1.0,1.230867766690475,-0.23086776669047504,-0.12844100941911132
3.0,3.19591592217382,1.0,1.1959159221738198,-0.1959159221738198,-0.1095902859255421
3.0,3.1915736119576286,1.0,1.1915736119576286,-0.19157361195762856,-0.10723418483397473
5.0,3.192227713479016,3.0,1.1922277134790158,1.8077722865209842,1.0118049330584753
5.0,3.192227713479016,3.0,1.1922277134790158,1.8077722865209842,1.0118049330584753
5.0,3.1878904144541966,3.0,1.1878904144541966,1.8121095855458034,1.0149222316469348
5.0,3.089742945222366,3.0,1.089742945222366,1.910257054777634,1.0867524741728658
3.0,2.835522685487557,1.0,0.835522685487557,0.16447731451244296,0.0976763547199093
2.0,2.8163117517163623,0.0,0.8163117517163623,-0.8163117517163623,-0.4864247731264472
3.0,2.835522685487557,1.0,0.835522685487557,0.16447731451244296,0.0976763547199093
2.0,2.8163117517163623,0.0,0.8163117517163623,-0.8163117517163623,-0.4864247731264472
2.0,2.7911524696439627,0.0,0.7911524696439627,-0.7911524696439627,-0.47355279870093303
2.0,2.8048477228510853,0.0,0.8048477228510853,-0.8048477228510853,-0.4805726773155125
2.0,2.950163172482264,0.0,0.9501631724822639,-0.9501631724822639,-0.553191087908339
2.0,2.9261942914373575,0.0,0.9261942914373575,-0.9261942914373575,-0.5414402287958417
1.0,2.3445254813787337,-1.0,0.34452548137873373,-1.3445254813787337,-0.8780951102603163
1.0,2.1993908214169187,-1.0,0.19939082141691866,-1.1993908214169187,-0.8087411045366228
2.0,2.3573109647194195,0.0,0.3573109647194195,-0.3573109647194195,-0.23272224907427602
1.0,2.1874618586590366,-1.0,0.18746185865903664,-1.1874618586590366,-0.802877753274271
1.0,2.205379675406166,-1.0,0.20537967540616586,-1.2053796754061659,-0.8116750200080051
5.0,2.2386110607696525,3.0,0.23861106076965255,2.7613889392303475,1.845602876230999
2.0,2.1114850721878358,0.0,0.11148507218783577,-0.11148507218783577,-0.07672249396518104
3.0,2.220423252474204,1.0,0.22042325247420402,0.779576747525796,0.5231677848974011
3.0,2.763777065634172,1.0,0.763777065634172,0.23622293436582797,0.14209230379739332
4.0,3.2194666906740723,2.0,1.2194666906740723,0.7805333093259277,0.43501023303893505
4.0,3.1967850929140225,2.0,1.1967850929140225,0.8032149070859775,0.44923650453220565
4.0,3.1450509410958793,2.0,1.1450509410958793,0.8549490589041207,0.4820880834872051
3.0,3.026747238581603,1.0,1.0267472385816032,-0.026747238581603217,-0.015374141508457347
5.0,2.8471120896643853,3.0,0.8471120896643853,2.1528879103356147,1.2759073411197874
5.0,2.879815039958858,3.0,0.8798150399588578,2.120184960041142,1.249371088192589
5.0,2.510302966720786,3.0,0.5103029667207859,2.489697033279214,1.571387999368034
5.0,2.450945732785909,3.0,0.4509457327859092,2.549054267214091,1.6282168078188413
5.0,2.4476156180538653,3.0,0.4476156180538653,2.5523843819461347,1.6314526385652748
3.0,2.850985741165723,1.0,0.8509857411657231,0.14901425883427688,0.08825316806782185
3.0,2.820143497675671,1.0,0.8201434976756712,0.17985650232432882,0.10710026362792796
3.0,2.8216776553863085,1.0,0.8216776553863085,0.17832234461369145,0.10615783824966087
1.0,2.8216776553863085,-1.0,0.8216776553863085,-1.8216776553863085,-1.084470722401399
3.0,3.2449553007614806,1.0,1.2449553007614806,-0.24495530076148064,-0.1359823313020304
3.0,3.133952695223804,1.0,1.1339526952238042,-0.13395269522380415,-0.07566677738312602
3.0,3.2194666906740723,1.0,1.2194666906740723,-0.21946669067407232,-0.12231413459710085
3.0,3.202005083633015,1.0,1.202005083633015,-0.20200508363301495,-0.11288891278456213
3.0,3.127992947044689,1.0,1.1279929470446892,-0.12799294704468922,-0.07236909743306905
3.0,3.190705858161834,1.0,1.190705858161834,-0.19070585816183394,-0.10676297059747748
3.0,3.124592466542337,1.0,1.124592466542337,-0.12459246654233702,-0.07048473851359856
3.0,3.173400242905676,1.0,1.173400242905676,-0.17340024290567602,-0.09733908874117597
3.0,3.1169548953683877,1.0,1.1169548953683877,-0.11695489536838766,-0.06624500631983252
4.0,3.1416319166334987,2.0,1.1416319166334987,0.8583680833665013,0.48427930527811097
2.0,2.88294913024379,0.0,0.88294913024379,-0.88294913024379,-0.5200165832415656
2.0,2.9002476947858833,0.0,0.9002476947858833,-0.9002476947858833,-0.5286210741414961
2.0,2.337679668742502,0.0,0.3376796687425019,-0.3376796687425019,-0.22085763293332547
2.0,2.213337861759425,0.0,0.21333786175942482,-0.21333786175942482,-0.14339832594314475
2.0,2.360034534457168,0.0,0.36003453445716804,-0.36003453445716804,-0.23436080505911788
5.0,2.645389103001002,3.0,0.6453891030010022,2.354610896998998,1.4476859830706403
5.0,2.5969227768239365,3.0,0.5969227768239365,2.4030772231760635,1.4912079467580954
3.0,2.5969227768239365,1.0,0.5969227768239365,0.40307722317606354,0.2501259437526175
2.0,2.68233152512441,0.0,0.6823315251244102,-0.6823315251244102,-0.4166191323512239
2.0,2.5562861687211127,0.0,0.5562861687211127,-0.5562861687211127,-0.34793132170150004
2.0,2.533449803131461,0.0,0.533449803131461,-0.533449803131461,-0.33514859825207116
2.0,2.399347286488535,0.0,0.3993472864885348,-0.3993472864885348,-0.257812625242797
2.0,2.6425132672116702,0.0,0.6425132672116702,-0.6425132672116702,-0.39525148618081796
2.0,2.5183390093146385,0.0,0.5183390093146385,-0.5183390093146385,-0.3266305468031762
2.0,2.4958416414537616,0.0,0.49584164145376164,-0.49584164145376164,-0.3138589253740164
2.0,2.363729828996511,0.0,0.3637298289965112,-0.3637298289965112,-0.23658107482343346
2.0,2.6425132672116702,0.0,0.6425132672116702,-0.6425132672116702,-0.39525148618081796
2.0,2.5183390093146385,0.0,0.5183390093146385,-0.5183390093146385,-0.3266305468031762
2.0,2.603286097182122,0.0,0.6032860971821221,-0.6032860971821221,-0.37390594255773896
3.0,3.2194666906740723,1.0,1.2194666906740723,-0.21946669067407232,-0.12231413459710085
3.0,3.0407714994507336,1.0,1.0407714994507336,-0.04077149945073355,-0.023381091998451085
3.0,3.1768538407004954,1.0,1.1768538407004954,-0.17685384070049537,-0.09922380530167153
3.0,3.1579054552563983,1.0,1.1579054552563983,-0.15790545525639832,-0.0888582124529395
3.0,2.989122688611318,1.0,0.9891226886113178,0.010877311388682198,0.006291434664654733
1.0,2.7221918742026103,-1.0,0.7221918742026103,-1.7221918742026103,-1.0438117207140658
5.0,2.8337911281693913,3.0,0.8337911281693913,2.1662088718306087,1.2868158809978125
5.0,2.864782627732085,3.0,0.8647826277320849,2.135217372267915,1.2615261490048002
5.0,2.881972187778433,3.0,0.881972187778433,2.118027812221567,1.2476327488026067
5.0,2.881972187778433,3.0,0.881972187778433,2.118027812221567,1.2476327488026067
5.0,2.847695595036917,3.0,0.8476955950369169,2.152304404963083,1.2754308363325804
3.0,2.441469224182528,1.0,0.4414692241825282,0.5585307758174718,0.3574550864144179
2.0,2.6898156206662316,0.0,0.6898156206662316,-0.6898156206662316,-0.4206024217408536
4.0,2.7782794700230196,2.0,0.7782794700230196,1.2217205299769804,0.7329661307582703
5.0,2.632648822804983,3.0,0.6326488228049829,2.367351177195017,1.4590367171696017
4.0,2.6062938595601466,2.0,0.6062938595601466,1.3937061404398534,0.8632955913223008
5.0,2.5978030920992503,3.0,0.5978030920992503,2.4021969079007497,1.4904090840219506
4.0,2.562024838172427,2.0,0.5620248381724271,1.437975161827573,0.8983792587479666
5.0,2.527426519896288,3.0,0.527426519896288,2.472573480103712,1.5552848364170389
4.0,2.5007645021994693,2.0,0.5007645021994693,1.4992354978005307,0.9480548374838897
4.0,3.1059557947341343,2.0,1.1059557947341343,0.8940442052658657,0.5072959059941219
4.0,3.0473936179134022,2.0,1.0473936179134022,0.9526063820865978,0.5456940393039911
4.0,2.6934636313411215,2.0,0.6934636313411215,1.3065363686588785,0.7960969229621435
2.0,3.026747238581603,0.0,1.0267472385816032,-1.0267472385816032,-0.5901677397915975
2.0,2.9899356192525124,0.0,0.9899356192525124,-0.9899356192525124,-0.5725007138813
2.0,2.870433196946417,0.0,0.8704331969464172,-0.8704331969464172,-0.5137616984241828
2.0,2.5893288050717866,0.0,0.5893288050717866,-0.5893288050717866,-0.3662385598889665
2.0,2.5027945959851463,0.0,0.5027945959851463,-0.5027945959851463,-0.3178176389417898
2.0,2.909726984740661,0.0,0.909726984740661,-0.909726984740661,-0.533316421396644
2.0,2.7820594709858404,0.0,0.7820594709858404,-0.7820594709858404,-0.46887445795191424
2.0,2.5648020039240182,0.0,0.5648020039240182,-0.5648020039240182,-0.3526706406609723
2.0,2.4093049627093106,0.0,0.4093049627093106,-0.4093049627093106,-0.2636945310741996
3.0,3.1613421901406618,1.0,1.1613421901406618,-0.16134219014066176,-0.0907428038461543
3.0,3.1144131891956315,1.0,1.1144131891956315,-0.11441318919563148,-0.06483178461155904
3.0,3.135657565098729,1.0,1.1356575650987288,-0.13565756509872884,-0.07660898411288054
2.0,2.9176500559340557,0.0,0.9176500559340557,-0.9176500559340557,-0.5372302947194095
2.0,2.657090325901655,0.0,0.6570903259016552,-0.6570903259016552,-0.40310846133312606
2.0,2.1260214254575263,0.0,0.12602142545752626,-0.12602142545752626,-0.08642921514980759
2.0,3.0798835474923436,0.0,1.0798835474923436,-1.0798835474923436,-0.615332390647348
2.0,3.0565225847951787,0.0,1.0565225847951787,-1.0565225847951787,-0.604317235288837
2.0,2.9216196781911403,0.0,0.9216196781911403,-0.9216196781911403,-0.539187603348736
2.0,2.9216196781911403,0.0,0.9216196781911403,-0.9216196781911403,-0.539187603348736
2.0,3.0690152641139132,0.0,1.0690152641139132,-1.0690152641139132,-0.6102171120038468
2.0,3.0457367375084607,0.0,1.0457367375084607,-1.0457367375084607,-0.5992060428742919
2.0,3.030865293514342,0.0,1.030865293514342,-1.030865293514342,-0.5921320942961504
3.0,3.3807426277804966,1.0,1.3807426277804966,-0.3807426277804966,-0.2070739405820868
3.0,3.3487193474613113,1.0,1.3487193474613113,-0.3487193474613113,-0.19056216036769114
3.0,3.293630670567775,1.0,1.293630670567775,-0.2936306705677749,-0.16179457957170287
3.0,3.2624325375408008,1.0,1.2624325375408008,-0.26243253754080076,-0.14529374227261843
4.0,3.056317802871688,2.0,1.0563178028716882,0.9436821971283118,0.5397920778476092
4.0,3.0596439803520936,2.0,1.0596439803520936,0.9403560196479064,0.5375970309526329
4.0,3.047189447615491,2.0,1.0471894476154908,0.9528105523845092,0.5458292819930656
4.0,2.9429519660782706,2.0,0.9429519660782706,1.0570480339217294,0.6161736693862031
4.0,2.915075553658939,2.0,0.915075553658939,1.084924446341061,0.6354400554878098
4.0,2.7153559709959185,2.0,0.7153559709959185,1.2846440290040815,0.7795956672602314
1.0,2.8813816589810477,-1.0,0.8813816589810477,-1.8813816589810477,-1.108348944941172
1.0,2.7632107555380068,-1.0,0.7632107555380068,-1.7632107555380068,-1.060711362307761
1.0,2.813250103764341,-1.0,0.8132501037643411,-1.8132501037643411,-1.0810693116870091
1.0,2.813250103764341,-1.0,0.8132501037643411,-1.8132501037643411,-1.0810693116870091
1.0,2.779790853707841,-1.0,0.7797908537078411,-1.779790853707841,-1.0674877741701034
5.0,2.7146176955439794,3.0,0.7146176955439794,2.2853823044560206,1.3870896221588023
5.0,2.685250694952059,3.0,0.6852506949520589,2.314749305047941,1.4125750903971261
1.0,2.602578292297439,-1.0,0.602578292297439,-1.602578292297439,-0.993384442485345
1.0,2.5884625384164233,-1.0,0.5884625384164233,-1.5884625384164233,-0.9873156817567924
4.0,2.932763376696416,2.0,0.9327633766964158,1.0672366233035842,0.6231924854595963
4.0,2.9745276745026463,2.0,0.9745276745026463,1.0254723254973537,0.5945863537735783
4.0,2.9303718686290843,2.0,0.9303718686290843,1.0696281313709157,0.6248437759281364
4.0,2.9721021099355913,2.0,0.9721021099355913,1.0278978900644087,0.5962358859508848
4.0,2.9216196781911403,2.0,0.9216196781911403,1.0783803218088597,0.6308993991488618
4.0,2.88687153999618,2.0,0.88687153999618,1.11312846000382,0.6551361394797858
4.0,2.9018254291697474,2.0,0.9018254291697474,1.0981745708302526,0.6446674488176648
5.0,2.938351155022629,3.0,0.9383511550226289,2.061648844977371,1.2027153312663634
5.0,2.96483727727535,3.0,0.96483727727535,2.03516272272465,1.1819489196301292
2.0,2.63050204173556,0.0,0.6305020417355598,-0.6305020417355598,-0.38874711198823475
2.0,2.6898156206662316,0.0,0.6898156206662316,-0.6898156206662316,-0.4206024217408536
2.0,2.7015440081884714,0.0,0.7015440081884714,-0.7015440081884714,-0.42682406380443305
0.0,2.7622743887115866,-2.0,0.7622743887115866,-2.7622743887115866,-1.6620091421865244
1.0,2.672139399143605,-1.0,0.6721393991436049,-1.6721393991436049,-1.0229229552322086
0.0,2.745052215207834,-2.0,0.745052215207834,-2.745052215207834,-1.6568199103124739
1.0,2.666332724368848,-1.0,0.6663327243688482,-1.6663327243688482,-1.0204801276291562
0.0,2.664158475920717,-2.0,0.6641584759207171,-2.664158475920717,-1.632225007748845
1.0,2.58424276047289,-1.0,0.5842427604728901,-1.5842427604728901,-0.9854964791928399
1.0,2.7323918333368473,-1.0,0.7323918333368473,-1.7323918333368473,-1.0480322294825064
1.0,2.6612622357098488,-1.0,0.6612622357098488,-1.6612622357098488,-1.018343643963104
1.0,2.6881730416996383,-1.0,0.6881730416996383,-1.6881730416996383,-1.0296469800359378
1.0,2.5424214920987396,-1.0,0.5424214920987396,-1.5424214920987396,-0.9673403253012016
1.0,2.6518711819001815,-1.0,0.6518711819001815,-1.6518711819001815,-1.014378334371569
